Delivery Id,Origin_Location,Destination_Location,region,created_at,actual_delivery_time,On time Delivery,Customer_rating,condition_text,Fixed Costs,Maintenance,Difference,Area,Delivery_Time
VCV00013919/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/8/15 22:50,2/8/15 23:16,1,4,Partly cloudy,7309,462,6847,,
VCV00014549/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 21:53,2/14/15 22:27,0,1,Patchy rain possible,7793,493,7300,,
AEIBK2027394,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/5/15 1:04,2/5/15 1:57,1,4,Partly cloudy,8164,405,7759,,
AEIBK2025936,"Bandra,Mumbai","Devalapura, Mysore, Karnataka",Karnataka,2/10/15 21:51,,1,5,Sunny,6380,1253,5128,,
VCV00013912/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 22:14,2/1/15 23:19,1,5,Partly cloudy,7189,511,6678,,
VCV00014739/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 3:34,2/12/15 4:10,1,5,Partly cloudy,10839,1326,9513,,
VCV00013896/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 3:38,1/31/15 4:14,1,5,Sunny,10963,1607,9356,,
VCV00014144/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/27/15 19:17,1/27/15 20:03,1,2,Sunny,7474,729,6745,,
VCV00013407/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 22:06,2/3/15 22:36,1,5,Partly cloudy,7785,791,6994,,
VCV00014242/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/24/15 21:08,1/24/15 21:53,1,4,Partly cloudy,6645,592,6052,,
VCV00014085/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/15/15 20:51,2/15/15 21:47,1,4,Sunny,7171,750,6420,,
AEIBK2027256,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,1/26/15 20:18,1/26/15 21:54,0,1,Mist,6543,646,5897,,
VCV00014110/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/17/15 19:12,2/17/15 20:05,0,1,Mist,10299,1444,8855,,
MVCV0001593/082021,"PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU",Tamil Nadu,1/29/15 18:57,1/29/15 19:39,1,5,Sunny,6439,306,6133,,
AEIBK2027136,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/5/15 3:08,2/5/15 4:15,0,1,Mist,10937,1447,9490,,
AEIBK2027133,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/6/15 4:02,2/6/15 4:48,0,1,Patchy rain possible,6918,1045,5873,,
AEIBK2027135,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,1/22/15 19:54,1/22/15 20:44,1,1,Mist,7511,1142,6369,,
VCV00014268/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/18/15 2:26,2/18/15 3:27,1,3,Sunny,7293,1141,6153,,
AEIBK2027185,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/3/15 2:47,2/3/15 4:10,1,5,Sunny,6836,473,6362,,
AEIBK2027081,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/11/15 4:59,2/11/15 5:33,1,3,Sunny,6938,492,6446,,
VCV00014250/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/30/15 4:12,1/30/15 4:47,1,5,Sunny,7650,436,7214,,
VCV00014252/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/24/15 1:46,1/24/15 2:45,1,3,Sunny,7263,1316,5947,,
VCV00013502/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 20:56,1/26/15 22:00,1,4,Sunny,6879,500,6379,,
VCV00013903/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 3:16,2/14/15 4:28,1,5,Sunny,10142,1300,8842,,
VCV00013399/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/27/15 1:48,1/27/15 2:26,1,5,Sunny,10892,1643,9248,,
VCV00012744/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 4:20,1/22/15 4:43,1,4,Sunny,8356,720,7635,,
VCV00014106/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/6/15 3:34,2/6/15 3:57,1,2,Sunny,7636,793,6843,,
VCV00013467/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/8/15 2:07,2/8/15 2:54,0,1,Mist,6819,579,6240,,
VCV00013476/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 2:26,2/12/15 3:17,1,3,Sunny,6984,759,6225,,
VCV00013581/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/15/15 3:26,2/15/15 4:30,0,1,Mist,6749,304,6445,,
VCV00013844/082021,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/15/15 1:47,2/15/15 2:54,0,1,Mist,10395,1447,8948,,
VCV00012298/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 2:47,2/1/15 3:30,1,5,Sunny,7483,1048,6435,,
VCV00012048/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/1/15 2:15,2/1/15 2:56,1,1,Sunny,7862,1116,6746,,
VCV00005971/082021,"PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU",Tamil Nadu,1/30/15 3:44,1/30/15 4:16,1,1,Sunny,6955,498,6457,,
VCV00014052/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/25/15 4:30,1/25/15 5:17,0,1,Mist,8265,454,7811,,
VCV00013612/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/4/15 4:44,2/4/15 5:14,1,4,Sunny,8189,1308,6881,,
VCV00013657/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/23/15 20:17,1/23/15 20:50,1,5,Partly cloudy,6117,489,5628,,
AEIBK2027198,"Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/15/15 2:29,2/15/15 3:19,1,1,Sunny,9545,1276,8269,,
VCV00013880/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 21:41,2/10/15 22:10,1,1,Sunny,11173,1652,9521,,
MVCV0001590/082021,"PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU",Tamil Nadu,1/30/15 21:50,1/30/15 22:36,1,2,Sunny,8395,724,7671,,
VCV00013790/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/5/15 2:36,2/5/15 3:31,1,5,Sunny,7573,818,6755,,
VCV00013537/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 19:47,1/30/15 20:52,1,3,Sunny,7102,578,6524,,
AEIBK2027566,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/24/15 2:27,1/24/15 3:24,0,1,Patchy rain possible,6757,746,6010,,
VCV00013217/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 3:02,1/25/15 4:04,0,1,Patchy rain possible,6797,315,6482,,
AEIBK2026827,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,2/13/15 3:25,2/13/15 4:03,0,1,Patchy rain possible,9417,1645,7771,,
AEIBK2026560,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/4/15 21:33,2/4/15 22:53,0,1,Patchy rain possible,7541,1049,6492,,
AEIBK2027445,"Gopanapalli, Krishnagiri, Tamil Nadu","Kamarajnagar, Tiruvallur, Tamil Nadu",Tamil Nadu,2/9/15 0:24,2/9/15 0:53,1,4,Sunny,7530,1094,6436,,
VCV00013789/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 22:31,1/28/15 23:18,0,1,Patchy rain possible,7075,501,6573,,
VCV00013909/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/4/15 23:15,2/5/15 0:06,0,1,Patchy rain possible,8530,450,8079,,
VCV00013913/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/31/15 6:12,1/31/15 6:54,0,1,Mist,7763,1280,6483,,
VCV00013935/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/14/15 4:41,2/14/15 5:29,0,1,Mist,6976,480,6496,,
AEIBK2027508,"Naickenpalayam, Coimbatore, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/13/15 1:27,2/13/15 2:36,0,1,Patchy rain possible,9163,1335,7828,,
VCV00013891/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 23:01,2/14/15 23:57,1,5,Sunny,11500,1800,9700,,
MVCV0000707/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/10/15 19:39,2/10/15 20:29,1,3,Sunny,8955,729,8226,,
VCV00013584/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/6/15 1:11,2/6/15 1:42,1,2,Sunny,7785,800,6985,,
VCV00013540/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 2:07,2/14/15 3:17,1,1,Sunny,7529,593,6936,,
VCV00013885/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/31/15 21:58,1/31/15 22:55,0,1,Patchy rain possible,7298,740,6557,,
VCV00013878/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/8/15 3:28,2/8/15 5:32,1,2,Sunny,8040,322,7718,,
VCV00012994/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 19:29,1/23/15 20:25,1,5,Sunny,10444,1628,8816,,
AEIBK2027180,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/3/15 22:27,2/3/15 23:09,1,3,Sunny,7541,1078,6463,,
VCV00013205/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 1:35,1/31/15 2:16,1,2,Sunny,7821,1084,6738,,
VCV00013867/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/24/15 23:17,1/25/15 0:24,0,1,Mist,7138,494,6644,,
VCV00013872/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/3/15 21:15,2/3/15 22:38,1,2,Sunny,9080,467,8613,,
VCV00013873/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/30/15 5:28,1/30/15 5:56,1,3,Sunny,7763,1252,6511,,
VCV00013300/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/7/15 2:34,2/7/15 3:20,0,1,Mist,7326,486,6840,,
VCV00013829/082021,"TVSLSL HUB MATHIGIRI,HOSUR,TAMIL NADU","TVSLSL HUB MATHIGIRI,HOSUR,TAMIL NADU",Tamil Nadu,2/2/15 19:01,2/2/15 19:27,1,4,Sunny,11577,1276,10301,,
VCV00013534/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/21/15 19:23,1/21/15 20:15,1,4,Sunny,17949,1652,16298,,
VCV00013659/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/5/15 5:14,2/5/15 6:17,0,1,Mist,14612,724,13887,,
VCV00013673/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/16/15 5:36,2/16/15 5:57,1,3,Sunny,13734,818,12916,,
VCV00012870/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 0:34,2/3/15 1:08,1,4,Sunny,13694,578,13115,,
VCV00012871/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 2:05,2/10/15 2:49,1,5,Sunny,8678,746,7931,,
VCV00011937/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/15/15 6:11,2/15/15 6:54,1,5,Sunny,11261,1276,9985,,
VCV00013779/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/29/15 20:03,1/29/15 20:38,1,3,Sunny,19714,1652,18062,,
VCV00013490/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 19:48,1/24/15 20:31,0,1,Mist,19604,724,18880,,
VCV00013678/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/10/15 19:56,2/10/15 20:55,1,1,Sunny,19357,818,18539,,
AEIBK2027288,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/29/15 5:48,1/29/15 6:23,1,5,Sunny,13321,578,12743,,
VCV00011938/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 5:32,2/1/15 6:01,1,2,Sunny,15693,746,14946,,
VCV00013783/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/5/15 5:52,2/5/15 7:30,1,5,Sunny,18768,1276,17492,,
VCV00013765/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/14/15 22:31,2/14/15 23:23,1,3,Sunny,16960,1652,15308,,
VCV00013634/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 21:15,2/3/15 21:36,1,2,Sunny,8412,724,7688,,
VCV00013291/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 18:57,2/10/15 19:21,0,1,Patchy rain possible,14517,818,13699,,
VCV00012556/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 5:58,2/12/15 6:28,1,1,Light rain shower,15241,578,14663,,
VCV00012749/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 1:40,1/26/15 2:17,1,5,Sunny,17832,746,17086,,
VCV00012814/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 5:17,1/28/15 5:52,1,4,Partly cloudy,12980,1276,11703,,
VCV00011918/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/25/15 21:51,1/25/15 22:54,0,1,Patchy rain possible,8407,1652,6756,,
VCV00011501/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 1:30,2/9/15 2:07,0,1,Patchy rain possible,14930,724,14206,,
VCV00012663/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/8/15 3:40,2/8/15 4:09,0,1,Mist,12337,818,11519,,
VCV00013464/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 19:14,2/3/15 20:45,0,1,Patchy rain possible,13665,578,13087,,
VCV00012662/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 2:19,2/14/15 3:15,1,2,Sunny,11348,746,10601,,
VCV00012833/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 2:54,1/25/15 3:54,0,1,Mist,19485,1276,18209,,
VCV00012823/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 22:15,1/22/15 22:46,0,1,Patchy rain possible,15736,1652,14084,,
VCV00013315/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/23/15 5:48,1/23/15 6:12,0,1,Mist,16213,724,15489,,
VCV00013137/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/13/15 5:04,2/13/15 5:27,0,1,Patchy rain possible,19984,818,19167,,
VCV00012843/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/8/15 19:29,2/8/15 19:45,0,1,Patchy rain possible,13597,578,13018,,
VCV00013481/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/18/15 3:28,2/18/15 4:07,1,4,Partly cloudy,16147,746,15400,,
MVCV0001621/082021,"TVS MOTOR COMPANY-HOSUR,Hosur,TAMIL NADU","WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/4/15 5:42,2/4/15 6:14,1,3,Cloudy,12169,1276,10893,,
VCV00013513/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 4:19,2/9/15 4:52,1,1,Light rain shower,17904,1652,16252,,
VCV00013323/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/4/15 20:26,2/4/15 20:56,0,1,Mist,9290,724,8565,,
VCV00013401/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/22/15 5:07,1/22/15 5:30,0,1,Patchy rain possible,13194,818,12376,,
VCV00013469/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,2/11/15 19:48,2/11/15 20:39,0,1,Patchy rain possible,10634,578,10055,,
VCV00013471/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,1/24/15 6:41,1/24/15 7:27,0,1,Patchy rain possible,7808,746,7062,,
VCV00013472/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,2/4/15 1:01,2/4/15 1:47,0,1,Patchy rain possible,10332,1377,8955,,
VCV00012054/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/6/15 19:16,2/6/15 20:17,0,1,Mist,8918,728,8190,,
AEIBK2027548,"Mookandapalli, Krishnagiri, Tamil Nadu","Athipattu, Tiruvallur, Tamil Nadu",Tamil Nadu,2/17/15 5:35,2/17/15 6:18,1,5,Sunny,7738,749,6989,,
VCV00013141/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 2:21,2/1/15 3:16,1,1,Light rain shower,7588,461,7128,,
