"delivery_id","origin_location","destination_location","region","created_at","actual_delivery_time","on_time_delivery","customer_rating","condition_text","fixed_costs","maintenance","different","area","delivery_time","data_create_date"
"VCV00014113/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-05 20:05:00","2015-02-05 21:39:00",True,4,"Partly cloudy",8052,396,7656,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013971/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-07 23:45:00","2015-02-08 00:37:00",True,4,"Cloudy",8468,626,7842,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027316","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-01-24 03:10:00","2015-01-24 04:00:00",True,3,"Cloudy",6374,1047,5327,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027297","Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu","Tamil Nadu","2015-02-07 02:17:00","2015-02-07 03:00:00",True,5,"Partly cloudy",6036,1273,4763,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001571/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-29 18:56:00","2015-01-29 19:26:00",True,4,"Cloudy",7078,523,6554,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013034/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-16 22:09:00","2015-02-16 23:11:00",True,3,"Partly cloudy",9109,1317,7792,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001604/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-16 00:30:00","2015-02-16 01:50:00",True,1,"Partly cloudy",11420,1622,9797,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013841/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-22 18:37:00","2015-01-22 19:26:00",False,1,"Patchy rain possible",7563,747,6816,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014096/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 19:55:00","2015-01-26 21:19:00",False,1,"Patchy rain possible",7782,803,6979,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013818/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-23 05:00:00","2015-01-23 05:42:00",True,5,"Sunny",7246,841,6404,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013819/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-11 02:11:00","2015-02-11 02:58:00",True,5,"Sunny",6825,742,6083,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014017/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-18 02:37:00","2015-02-18 03:17:00",False,1,"Patchy rain possible",6087,657,5430,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027402","Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu","Tamil Nadu","2015-02-08 04:58:00","2015-02-08 05:39:00",True,3,"Partly cloudy",8761,1478,7283,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014735/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-31 23:45:00","2015-02-01 00:43:00",True,4,"Partly cloudy",6281,314,5967,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014755/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-07 20:39:00","2015-02-07 21:22:00",True,4,"Partly cloudy",9399,1473,7926,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014647/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-31 22:15:00","2015-01-31 23:17:00",False,1,"Patchy rain possible",6734,1047,5688,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013531/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 23:37:00","2015-02-15 00:41:00",True,3,"Partly cloudy",8087,1153,6934,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012819/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 22:01:00","2015-02-03 22:39:00",True,5,"Sunny",7866,1127,6739,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013919/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-08 22:50:00","2015-02-08 23:16:00",True,4,"Partly cloudy",7309,462,6847,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014549/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 21:53:00","2015-02-14 22:27:00",False,1,"Patchy rain possible",7793,493,7300,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027394","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-02-05 01:04:00","2015-02-05 01:57:00",True,4,"Partly cloudy",8164,405,7759,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2025936","Bandra,Mumbai","Devalapura, Mysore, Karnataka","Karnataka","2015-02-10 21:51:00",NULL,True,5,"Sunny",6380,1253,5128,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013912/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 22:14:00","2015-02-01 23:19:00",True,5,"Partly cloudy",7189,511,6678,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014739/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-12 03:34:00","2015-02-12 04:10:00",True,5,"Partly cloudy",10839,1326,9513,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013896/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-31 03:38:00","2015-01-31 04:14:00",True,5,"Sunny",10963,1607,9356,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014144/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-27 19:17:00","2015-01-27 20:03:00",True,2,"Sunny",7474,729,6745,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013407/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 22:06:00","2015-02-03 22:36:00",True,5,"Partly cloudy",7785,791,6994,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014242/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-24 21:08:00","2015-01-24 21:53:00",True,4,"Partly cloudy",6645,592,6052,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014085/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-15 20:51:00","2015-02-15 21:47:00",True,4,"Sunny",7171,750,6420,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027256","Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu","Tamil Nadu","2015-01-26 20:18:00","2015-01-26 21:54:00",False,1,"Mist",6543,646,5897,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014110/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-17 19:12:00","2015-02-17 20:05:00",False,1,"Mist",10299,1444,8855,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001593/082021","PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-29 18:57:00","2015-01-29 19:39:00",True,5,"Sunny",6439,306,6133,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027136","Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-02-05 03:08:00","2015-02-05 04:15:00",False,1,"Mist",10937,1447,9490,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027133","Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-02-06 04:02:00","2015-02-06 04:48:00",False,1,"Patchy rain possible",6918,1045,5873,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027135","Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-01-22 19:54:00","2015-01-22 20:44:00",True,1,"Mist",7511,1142,6369,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014268/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-18 02:26:00","2015-02-18 03:27:00",True,3,"Sunny",7293,1141,6153,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027185","Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-03 02:47:00","2015-02-03 04:10:00",True,5,"Sunny",6836,473,6362,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027081","Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-11 04:59:00","2015-02-11 05:33:00",True,3,"Sunny",6938,492,6446,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014250/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-30 04:12:00","2015-01-30 04:47:00",True,5,"Sunny",7650,436,7214,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014252/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-24 01:46:00","2015-01-24 02:45:00",True,3,"Sunny",7263,1316,5947,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013502/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 20:56:00","2015-01-26 22:00:00",True,4,"Sunny",6879,500,6379,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013903/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 03:16:00","2015-02-14 04:28:00",True,5,"Sunny",10142,1300,8842,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013399/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-27 01:48:00","2015-01-27 02:26:00",True,5,"Sunny",10892,1643,9248,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012744/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-22 04:20:00","2015-01-22 04:43:00",True,4,"Sunny",8356,720,7635,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014106/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-06 03:34:00","2015-02-06 03:57:00",True,2,"Sunny",7636,793,6843,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013467/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-08 02:07:00","2015-02-08 02:54:00",False,1,"Mist",6819,579,6240,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013476/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-12 02:26:00","2015-02-12 03:17:00",True,3,"Sunny",6984,759,6225,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013581/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-15 03:26:00","2015-02-15 04:30:00",False,1,"Mist",6749,304,6445,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013844/082021","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-15 01:47:00","2015-02-15 02:54:00",False,1,"Mist",10395,1447,8948,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012298/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 02:47:00","2015-02-01 03:30:00",True,5,"Sunny",7483,1048,6435,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012048/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-01 02:15:00","2015-02-01 02:56:00",True,1,"Sunny",7862,1116,6746,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00005971/082021","PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-30 03:44:00","2015-01-30 04:16:00",True,1,"Sunny",6955,498,6457,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00014052/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-25 04:30:00","2015-01-25 05:17:00",False,1,"Mist",8265,454,7811,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013612/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-04 04:44:00","2015-02-04 05:14:00",True,4,"Sunny",8189,1308,6881,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013657/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-23 20:17:00","2015-01-23 20:50:00",True,5,"Partly cloudy",6117,489,5628,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027198","Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-15 02:29:00","2015-02-15 03:19:00",True,1,"Sunny",9545,1276,8269,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013880/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-10 21:41:00","2015-02-10 22:10:00",True,1,"Sunny",11173,1652,9521,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001590/082021","PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-30 21:50:00","2015-01-30 22:36:00",True,2,"Sunny",8395,724,7671,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013790/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-05 02:36:00","2015-02-05 03:31:00",True,5,"Sunny",7573,818,6755,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013537/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-30 19:47:00","2015-01-30 20:52:00",True,3,"Sunny",7102,578,6524,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027566","Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka","Karnataka","2015-01-24 02:27:00","2015-01-24 03:24:00",False,1,"Patchy rain possible",6757,746,6010,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013217/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 03:02:00","2015-01-25 04:04:00",False,1,"Patchy rain possible",6797,315,6482,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026827","Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka","Karnataka","2015-02-13 03:25:00","2015-02-13 04:03:00",False,1,"Patchy rain possible",9417,1645,7771,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026560","Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu","Tamil Nadu","2015-02-04 21:33:00","2015-02-04 22:53:00",False,1,"Patchy rain possible",7541,1049,6492,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027445","Gopanapalli, Krishnagiri, Tamil Nadu","Kamarajnagar, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-02-09 00:24:00","2015-02-09 00:53:00",True,4,"Sunny",7530,1094,6436,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013789/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-28 22:31:00","2015-01-28 23:18:00",False,1,"Patchy rain possible",7075,501,6573,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013909/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-04 23:15:00","2015-02-05 00:06:00",False,1,"Patchy rain possible",8530,450,8079,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013913/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-31 06:12:00","2015-01-31 06:54:00",False,1,"Mist",7763,1280,6483,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013935/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-14 04:41:00","2015-02-14 05:29:00",False,1,"Mist",6976,480,6496,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027508","Naickenpalayam, Coimbatore, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-13 01:27:00","2015-02-13 02:36:00",False,1,"Patchy rain possible",9163,1335,7828,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013891/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 23:01:00","2015-02-14 23:57:00",True,5,"Sunny",11500,1800,9700,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0000707/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-10 19:39:00","2015-02-10 20:29:00",True,3,"Sunny",8955,729,8226,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013584/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-06 01:11:00","2015-02-06 01:42:00",True,2,"Sunny",7785,800,6985,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013540/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 02:07:00","2015-02-14 03:17:00",True,1,"Sunny",7529,593,6936,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013885/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-31 21:58:00","2015-01-31 22:55:00",False,1,"Patchy rain possible",7298,740,6557,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013878/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-08 03:28:00","2015-02-08 05:32:00",True,2,"Sunny",8040,322,7718,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012994/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-23 19:29:00","2015-01-23 20:25:00",True,5,"Sunny",10444,1628,8816,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027180","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-02-03 22:27:00","2015-02-03 23:09:00",True,3,"Sunny",7541,1078,6463,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013205/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-31 01:35:00","2015-01-31 02:16:00",True,2,"Sunny",7821,1084,6738,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013867/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-24 23:17:00","2015-01-25 00:24:00",False,1,"Mist",7138,494,6644,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013872/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-03 21:15:00","2015-02-03 22:38:00",True,2,"Sunny",9080,467,8613,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013873/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-30 05:28:00","2015-01-30 05:56:00",True,3,"Sunny",7763,1252,6511,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013300/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-07 02:34:00","2015-02-07 03:20:00",False,1,"Mist",7326,486,6840,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013829/082021","TVSLSL HUB MATHIGIRI,HOSUR,TAMIL NADU","TVSLSL HUB MATHIGIRI,HOSUR,TAMIL NADU","Tamil Nadu","2015-02-02 19:01:00","2015-02-02 19:27:00",True,4,"Sunny",11577,1276,10301,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013534/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-21 19:23:00","2015-01-21 20:15:00",True,4,"Sunny",17949,1652,16298,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013659/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-05 05:14:00","2015-02-05 06:17:00",False,1,"Mist",14612,724,13887,NULL,NULL,"2025-05-07 15:05:06.38629"
